word	Stance_favor	Stance_against
samna	4.5538453719018435e-07	4.8353867896366864e-06
aa	-1.7758489434527291e-07	-4.0790193452266976e-05
gaya.	-3.752996065031766e-07	-8.855112537276e-05
notebandi	5.328952283889521e-07	-2.950181078631431e-05
se	3.065365490328986e-07	-2.6260866434313357e-05
desh	-3.499870945233852e-05	2.5764251404325478e-05
ka	-1.2039251487294678e-05	-0.0001318829890806228
kaladhan	2.998530362674501e-06	2.628076617838815e-05
bahar	-1.077214164979523e-06	2.4107670469675213e-05
?	2.156035407097079e-06	2.6341087504988536e-05
videsh	-0.0002567051269579679	2.5617626306484453e-05
se	3.0928756586945383e-06	1.7947819287655875e-05
kaladhan	-5.712836355087347e-07	-0.03268637880682945
kub	-3.1919607863528654e-06	-1.798631637939252e-05
aayega?	-0.9119277000427246	-0.0027663225773721933
chunav	-0.05699270963668823	-0.014983901754021645
ko	1.6625299394945614e-06	4.078190613654442e-06
sal	-4.501195508055389e-05	-3.455170735833235e-05
ho	3.812993099927553e-06	2.3421065634465776e-05
gaye	-4.944966349285096e-05	2.1664012820110656e-05
notebandi	2.759812014119234e-05	-0.005767283029854298
ke	2.730018604779616e-05	-0.00022845988860353827
support	2.8878223020001315e-05	9.173224680125713e-05
me	2.6944855562760495e-05	-2.1454805391840637e-05
ek	-0.0008825825061649084	-0.20629750192165375
aur	-0.00045755942119285464	-0.00013437902089208364
deshbhakt	-0.0001229428598890081	9.094878623727709e-05
shaheed	-0.0030646834056824446	-7.496128091588616e-06
http://ln.is/headline.in/state/xgris	-0.00022409569646697491	7.853434362914413e-05
…	2.7641290216706693e-05	8.632887329440564e-05
modi	0.0005216074059717357	-3.4113816127501195e-07
ne	0.0004859952605329454	-5.09026767758769e-06
jo	0.0005199618171900511	-2.146096562682942e-07
kiya	-0.0026726541109383106	-2.2964206891629146e-07
ha	0.00051940290722996	-1.6253198964477633e-07
kya	7.589193410240114e-05	4.288340562652593e-07
ye	-0.0001760690938681364	4.228260195304756e-07
sahi	-0.005682413466274738	-2.5111432933044853e-09
h	-0.00039552844827994704	1.6329249774571508e-07
ya	-0.9979987740516663	-2.6174770937359426e-06
nahi	-0.01229415088891983	-2.9008942874497734e-05
notebandi	0.05975073575973511	-1.6125919501064345e-05
har	0.04926574230194092	-0.0051116617396473885
saal	-0.00035881996154785156	-3.8756238609494176e-06
me	-0.001477360725402832	-1.4252940673031844e-05
honi	-0.00017452239990234375	5.261173896542459e-07
chahiye	0.03064572811126709	-2.626476771183661e-06
man	0.0	-3.443734538920771e-17
niye	0.0	-6.053311858566119e-18
pm	0.0	-3.5236011564033706e-15
narendra	0.0	-5.567489990531882e-17
modi	0.0	-3.0807112393275017e-16
ji,	0.0	-1.197489520458317e-16
mai	1.0251998901367188e-05	-1.2269498568182047e-12
notebandi	0.0	-2.954286542691673e-16
ke	0.0	1.578355114136161e-18
faisle	8.344650268554688e-07	-1.1187394115142065e-16
ko	0.0	-5.628961586881516e-18
saport	0.0002918839454650879	-2.6617467736984553e-17
karta	0.0	2.420150974137235e-18
hu	0.0004354119300842285	-7.035697979079769e-12
aur	0.0	-2.1060946905837675e-18
iski	0.0	-2.9892038794836493e-18
smsya	2.47955322265625e-05	-9.346709993837297e-16
ko	0.0	-5.524532516088534e-19
jald	0.0	-1.1889201361074207e-18
niptaye.	0.0	-1.147531368336748e-17
thanks	2.5033950805664062e-06	-4.3764101272041164e-17
din	-2.4945395749043087e-10	4.7813315806610746e-12
beet	2.766804840792503e-10	-1.9294364717037382e-11
gaye	2.9958543978914065e-10	1.9138857165756917e-11
gye	2.1955623430436333e-10	-2.011911470756189e-12
gov	-7.545903457639724e-09	-5.316933560095549e-10
ne	-1.7120510564794245e-09	-3.598971121121508e-10
notebandi	-2.9453139926971517e-10	-1.3741415783030675e-09
ka	1.0351108858941416e-10	-2.5625550292840416e-11
faisla	6.261000051743792e-11	-9.795569910764357e-11
wapis	-4.756073312961462e-11	4.335375808350861e-12
nahi	-1.6947360181873705e-11	-2.2734973625926358e-11
liya.	-6.088870740939001e-09	-1.7040969330084366e-12
ab	1.691525808311667e-10	1.7280064532054773e-11
kya	-4.2456171911453566e-10	-3.0756779068052964e-11
kerega	2.824252498534463e-10	1.468533628035118e-11
tu.	1.3634002260509703e-10	-2.0348837198591596e-11
muflar	2.9217470109976773e-10	-6.702849386641674e-11
baandh	-2.5368846578999182e-08	-7.449807992720991e-10
or	-3.595307385140245e-10	5.237615896547254e-13
jantar	2.848293267909696e-10	-2.40035838428021e-11
mantar	-2.2709606417592454e-10	1.2809522539902751e-11
pe	3.122883063255699e-10	2.0300958830654636e-11
jaa	9.216638563458446e-11	-5.444696082879119e-11
notebandi	1.0728836059570312e-06	-5.080843266114243e-07
k	1.5974044799804688e-05	-1.5887275367276743e-05
chalte	-1.0728836059570312e-06	1.0442911388963694e-06
sharad	-5.960464477539062e-07	5.617770852950343e-07
pawar	-1.1920928955078125e-07	7.595269835292129e-08
ne	4.76837158203125e-07	-5.037150003772695e-07
lagayi	0.0002110600471496582	-0.000149590487126261
aur	3.933906555175781e-06	-3.903146080119768e-06
k	2.9802322387695312e-06	-2.9096095204295125e-06
k	0.0	1.9775598047999665e-08
noto	-5.960464477539062e-07	5.522749688680051e-07
me	1.2159347534179688e-05	-1.2077483006578404e-05
aag.	7.665157318115234e-05	-7.614186324644834e-05
mahrshtra	0.3780323266983032	-0.3657898008823395
k	-9.5367431640625e-07	9.819423212320544e-07
logo	0.0	1.0420820899526007e-06
ko	-9.5367431640625e-07	8.82134884250263e-07
mili	1.9431114196777344e-05	-1.9321087165735662e-05
kadakti	0.00020617246627807617	-0.0002001950197154656
thand	6.4373016357421875e-06	-6.114097686804598e-06
se	-7.152557373046875e-07	7.874846232880373e-07
rahat	-5.960464477539062e-07	5.76911418193049e-07
koi	-5.9743348046481515e-09	4.4345855712890625e-05
to	5.376289413661084e-10	-1.1920928955078125e-05
keh	-3.0503286563288157e-09	8.106231689453125e-06
rha	-1.668509330698953e-09	0.0026009678840637207
tha	-8.42173406567781e-08	0.8818551898002625
ki	-3.610413079613295e-09	6.651878356933594e-05
naye	-5.5942459553648405e-09	0.00014078617095947266
note	-1.591311438176035e-08	0.00047719478607177734
ane	-1.4823426042198662e-08	0.00018900632858276367
se	-4.594359381826507e-08	0.060823678970336914
terrorism	-2.816251765125344e-07	0.9999227523803711
khatam	-2.7131601409990935e-09	0.0005546212196350098
ho	-3.305930418306957e-09	0.0008069872856140137
gaya	-7.779232691973448e-05	0.014769375324249268
hai	-2.924855557751016e-08	0.0001341104507446289
http://www.ndtv.com/india-news/terrorists-killed-in-kashmirs-bandipora-had-new-rs---notes-say-police-	-2.0493613472893912e-09	8.344650268554688e-06
…	1.4408888526773467e-09	-8.940696716308594e-06
via	-6.464573321096623e-10	1.9073486328125e-06
modi	0.011286556720733643	-3.4319904784752e-07
ji	0.42631369829177856	-7.354616400334635e-07
ne	0.013009309768676758	-4.86038302938141e-08
jo	0.8842353820800781	-0.00011943294521188363
notebandi	0.00011366605758666992	-4.646202866886995e-11
ka	-0.0001659393310546875	1.4120427049846285e-11
fesala	0.0005350112915039062	1.4483656461672378e-11
liya	0.00017201900482177734	7.309098638830225e-12
ha	0.03590714931488037	-4.6447068413613124e-11
vo	-0.00016689300537109375	1.4471408446570244e-11
bilkul	0.003902733325958252	-1.6523777901511494e-08
thik	0.00039011240005493164	-1.936252758127921e-08
he	0.0014328360557556152	1.263013478525199e-11
modi	3.016163013791484e-11	-1.711126683054398e-12
ji	4.3092692608714955e-11	-1.637427173017958e-14
ke	4.147765117479274e-11	-1.508059952956553e-12
notebandi	2.0573287864977807e-11	-4.3821883621841806e-11
ke	-2.0743892714669698e-10	-2.786554190517543e-12
faisle	-1.069354084393126e-06	-1.933068993764664e-08
se	-3.605525600303139e-12	3.408954975941958e-13
vitmantri	-1.5350840598671311e-09	-1.1443025693669284e-10
bhi	-2.5326471475572987e-10	-3.599044022875586e-12
awagat	7.554738085113755e-12	1.6245750404653148e-13
nahi	-1.1245352565802946e-10	-3.2381113849316856e-12
the	-6.126863461020093e-10	-8.986247076320231e-13
vipakshiyon	-4.669084008313007e-10	-4.9502979840299055e-12
ka	-2.612929872469749e-09	-2.2310727484237125e-12
bebuniyad	-1.2689649331321107e-10	-1.500718577185367e-10
aarop	2.1705909639124776e-11	-1.4697811110547798e-12
ki	-2.0880193407624148e-11	8.434356186561021e-13
bhajpa	-1.1806695177085658e-08	-4.760425040273297e-11
ke	2.48292948701323e-11	8.19345676375538e-13
mantriyon	-1.7813871977523377e-07	-1.374200614412402e-10
ko	-1.2935236215483314e-10	-2.8381032333296696e-12
pata	-8.973208287521572e-10	-1.4994878169000136e-12
tha	-2.1062006305694325e-11	-1.123228506733076e-11
muradabad	-1.0155714491588697e-08	2.50304355020603e-09
me	6.272953712027629e-09	-4.532751063379692e-09
notebandi	-4.296412114968007e-09	-1.2740771637709258e-07
ke	1.9024124497946104e-09	-1.2504195900930881e-08
hal	-5.686727533316116e-09	-2.4563732381466252e-08
ke	-7.812737123913394e-10	-1.1079141160053041e-08
liye	-4.4563286394350143e-10	-9.486759822152635e-09
sarahniy	8.518235894428017e-09	1.5081185189558255e-09
pahal	1.1142693878696264e-08	2.0809691747558645e-09
phijulkharchi	1.120099568652222e-08	1.81669068677337e-09
rokte	4.474577153246173e-09	8.201016532538574e-10
hue	-1.053621190294507e-09	-1.255520221121742e-08
baratiyon	-2.2163730406532522e-08	-1.5956103993630677e-08
ka	-1.8289414427385964e-08	-2.6683835141483314e-09
chay	-2.4602853088140364e-09	-3.320577235399469e-08
pani	-4.057216784758566e-08	2.386453923364229e-09
se	-3.955513250275544e-08	1.1773940711279351e-09
swagat	-7.51911066743105e-09	-3.870220588453321e-09
hua	-1.2762697565449344e-09	7.217950681592811e-10
notebandi	0.0	2.3364583922116933e-14
ek	0.0	-1.8071112504623385e-14
sahsik,desh	0.0	-5.472320513399964e-12
vikas	0.0	1.7639340847892294e-14
ke	0.0	-1.3466407622255566e-14
liye	0.0	-1.3467567989630669e-12
aitihasik,aarthik	0.0	-2.2163226115479162e-11
samrudhi	0.0	-4.745238091352633e-10
ka	0.0	2.439313264183604e-14
ekmev	0.0	-2.6557135803613116e-14
phaisla	0.0	-7.28255617702539e-13
hai.sabhi	0.0	-6.513502182059483e-09
janta	0.0	-4.5459166986283606e-10
modiji	1.3113021850585938e-06	-4.013169174754694e-08
me	0.0	2.7555802895018987e-14
sath	7.987022399902344e-06	-1.6681566421539173e-06
hai.	0.0	-1.6925305287070896e-13
sir	7.271766662597656e-06	-6.022823981766123e-06
ham	0.03694331645965576	-0.0004403793718665838
notebandi	0.0003314018249511719	-0.00012500279990490526
ke	1.7881393432617188e-06	-6.379117394317291e-07
action	0.0	2.4166276091364125e-08
ka	1.6689300537109375e-06	-5.023293283556995e-07
swagat	0.00024265050888061523	-0.00015095624257810414
karte	9.5367431640625e-07	1.720776410252256e-09
hai	0.0019919276237487793	-1.0258888778480468e-06
.	3.5762786865234375e-07	-2.6804086061815724e-08
bhagwan	0.0	2.4183938407418282e-08
aap	0.0	-1.5989963131346485e-08
ko	0.0	-2.4613237670223498e-08
or	0.0	2.236845730863024e-08
shakti	1.1920928955078125e-07	2.3647773517154747e-08
de.	4.76837158203125e-07	-3.4670807735892595e-07
sarkar	-6.138848402770236e-05	-1.7867931093040745e-11
notebandi	5.632113442288755e-08	-1.250849424039302e-11
ke	-5.3152136388234794e-05	-6.370202976224704e-11
samasya	-1.1301279982944834e-06	-1.3825871558736935e-09
ke	-1.1649698450355572e-07	-6.366838480043047e-12
samadhan	-7.750008080620319e-06	-1.7491171178107834e-08
ka	5.641005884626793e-08	-9.306922420238006e-12
prayas	-4.068919281507988e-07	-8.269933626792181e-10
kar	2.555272260451602e-08	-8.15912615248493e-12
rahi	8.630107117824082e-08	3.508291747389425e-13
hai	-3.8119459588870086e-08	3.332431552927062e-12
kisan	-9.543138730805367e-06	-3.6261038616203223e-10
,	-1.9546072849152551e-07	-1.0889301613192792e-12
ke	-1.264074001028348e-07	2.1890098240995304e-12
note	-4.907594330916254e-08	-2.6185538112843965e-12
se	8.116747096664767e-08	3.217388595128101e-12
bij	-5.335914011084242e-06	-8.536561324490322e-08
kharid	-2.3396177084578085e-07	-9.233950409859304e-11
saate	3.339431486892863e-08	8.631361684413585e-13
hai	-1.346791691503313e-07	2.094560636045628e-12
beta	-0.008049414493143559	-6.341799263509529e-08
jyada	9.181771019939333e-06	-1.5179327306213963e-07
notebandi	4.124621773371473e-05	-6.713329980811977e-07
k	8.488870662404224e-06	7.717233074799879e-09
against	-0.0003604714875109494	-4.269920464139432e-05
mat	-0.0016346522606909275	-1.741372273045272e-07
jaiyo,	-0.00018242374062538147	-5.2423470151552465e-06
warna	4.853463906329125e-06	4.4365641826971114e-08
see	4.317636921769008e-06	1.0308307452078225e-07
d	-5.8345263823866844e-05	-3.586903005725617e-07
up	5.0018366891890764e-05	6.296126997540341e-08
gayi	-0.9918438196182251	-0.00026066743885166943
smjho	4.902807995676994e-05	1.0645285897226131e-07
notebandi	3.409385681152344e-05	-6.284133178269258e-07
ke	2.5033950805664062e-06	-1.231467194884317e-08
khilaaf	5.698204040527344e-05	-5.726226390834199e-07
akela	1.2874603271484375e-05	-9.979958122130483e-07
tu	-4.76837158203125e-07	2.390126496720768e-08
hi	0.00022238492965698242	-7.622884368174709e-06
hai	0.596835732460022	-0.08621532469987869
,	1.1920928955078125e-07	-2.9570102810794197e-08
jidhar	0.9126710891723633	-0.17708978056907654
pahuchna	0.0004627704620361328	-5.485296696861042e-07
hai	0.0022278428077697754	-6.542310302393162e-07
tere	5.793571472167969e-05	-1.2683737793395267e-07
ko	-2.384185791015625e-07	-5.2105345815789406e-08
tu	-3.5762786865234375e-07	2.369269758162318e-08
jaa	0.0004968643188476562	-4.821953098144149e-06
ramdev,	9.122222969408858e-15	-2.384185791015625e-07
bhajapa	-1.7709514139440524e-14	2.384185791015625e-07
walon	-1.9293071372265824e-13	3.0994415283203125e-06
ne	3.7679450895109975e-14	2.384185791015625e-07
kaha	-6.380955334429894e-13	2.7418136596679688e-06
aatank	-1.6895700127861346e-07	0.21832150220870972
ki	-2.575842100380199e-14	-1.1920928955078125e-07
kamar	-1.7647116407060182e-12	1.0728836059570312e-06
thod	-3.640705237284436e-10	0.0
dega	-6.018790067036095e-13	6.115436553955078e-05
notebandi,	-2.043557163766696e-11	9.799003601074219e-05
aaj	-1.0033579869728193e-11	0.5022598505020142
aatankiyo	-2.346319839807709e-11	0.000971674919128418
ke	-1.1394871591435818e-12	3.1113624572753906e-05
pass	-5.549931347825776e-11	5.125999450683594e-06
se	3.874194191909146e-14	0.0
naye	-3.191049041759847e-13	1.0848045349121094e-05
note	-6.230119501890452e-13	7.152557373046875e-07
mile,	-2.2381924059348274e-14	3.5762786865234375e-07
ab	3.713736674952617e-14	-3.5762786865234375e-07
kiski	2.1307262865980642e-14	1.9073486328125e-06
kamar	-6.28333986945652e-14	4.76837158203125e-07
todu	3.7558968928692524e-14	3.6954879760742188e-06
batao.	2.3165536261709856e-14	7.152557373046875e-07
notebandi	-8.489874744554982e-06	0.0006257891654968262
s	-1.1152516890433617e-05	0.0001996159553527832
ho	-0.0002153544337488711	0.0011177659034729004
rha	-1.6330377548001707e-05	1.7642974853515625e-05
hai.	-3.059736400246038e-06	0.00016319751739501953
karobaar	3.775318191401311e-08	5.245208740234375e-06
choapat..	5.777681622021191e-07	1.5497207641601562e-06
modi	-5.0269732128072064e-06	4.649162292480469e-06
ji	2.844271875801496e-07	1.4662742614746094e-05
ko	-8.969147165771574e-05	0.000928342342376709
y	-0.0017780351918190718	0.0017775893211364746
bhi	-2.037676949839806e-06	1.9431114196777344e-05
dekhna	-8.968459042080212e-07	2.86102294921875e-06
chhiy	6.027531753716175e-07	-1.0728836059570312e-06
congress	1.3251243657919076e-08	-1.1920928955078125e-07
notebandi	1.3424217293334095e-08	1.1920928955078125e-07
krti	1.3839970947060465e-08	-1.1920928955078125e-07
hi	1.9914541127263874e-09	-1.1920928955078125e-07
nai,	1.550039208098042e-08	-1.1920928955078125e-07
khud	-1.586572011547105e-07	3.6954879760742188e-06
ke	-2.907487761660832e-08	7.867813110351562e-06
pair	-1.1622206130823542e-07	5.364418029785156e-06
pr	-1.356857808332279e-07	1.9073486328125e-06
koi	-0.00010758532152976841	0.0004620552062988281
kulhaadi	-0.00010266777826473117	0.09652334451675415
nai	-0.012242088094353676	0.019396960735321045
maarta	-2.2210265342437197e-06	0.008624494075775146
notebandi	0.0	-1.4408760407036425e-08
liya	0.0	-5.751062293057885e-09
gaya	0.0	4.120418672926007e-09
faisla	0.0002613663673400879	-0.0002613412798382342
kadda	0.0	-2.4039959356514373e-08
tha	0.0	-2.7514448497356625e-09
pur	1.1920928955078125e-07	-8.560844833027659e-08
desh	0.0004227757453918457	-0.0004223391879349947
ke	0.0	-3.020113226170906e-08
hith	0.005900144577026367	-0.00590016832575202
mei	0.0	4.922816820851494e-09
thaa..thodei	0.0	4.415309451388794e-09
din	0.0	4.651807383737605e-09
ki	0.0	2.8577602506629773e-09
pareshani	2.384185791015625e-07	-1.7966291920856747e-07
nagrikon	0.0	-3.033320084000479e-08
ne	0.0	1.881488742583315e-09
jheli,	0.0	-2.2485236783609253e-08
atankwadiyon	0.0	3.230832934519867e-09
ko	0.0	5.203724562363732e-09
bahut	0.0	5.223340870941229e-09
pareshani!	0.0	5.223125931763661e-09
jo	4.367283509054687e-06	-2.5963822736230213e-06
log	3.3308920137642417e-06	-2.8149997888249345e-07
hamare	2.643416110004182e-06	-5.045679245085921e-06
pm	4.905556124867871e-06	4.815194074581086e-07
ke	4.881374479737133e-06	2.7898141752302763e-07
emotion	-7.49378014006652e-05	-6.859388008706446e-07
ka	3.0193223210517317e-07	-9.575546755513642e-07
mazak	-6.520309398183599e-05	3.8989767858765845e-07
bana	-1.32537161334767e-06	4.033757079469069e-07
rhe	-5.3915660828351974e-05	-8.518156846548663e-08
h..un	3.776977564484696e-06	4.373177659999783e-07
logo	-5.60099033464212e-06	4.0815388047121814e-07
ka	2.3622419575985987e-06	3.4948610050378193e-07
kya	1.9274366422905587e-06	-3.199803586539929e-06
hal	4.335628091212129e-06	4.4810298049924313e-07
hoga	4.048069968121126e-06	-1.1066815659432905e-06
iss	-9.134325227933004e-05	-0.0023997158277779818
desh	4.107550466869725e-06	-6.642453058702813e-07
me	4.817155513592297e-06	4.805743856195477e-07
ye	4.8065239752759226e-06	-1.741903474794526e-07
iss	-0.00011099476978415623	-2.557899051680579e-06
desh	-0.00015466424520127475	4.7605064423805743e-07
ki	-1.1572897165024187e-06	-1.560031250846805e-07
janta	3.6652922972280066e-06	3.747766754713666e-07
hi	3.1708270853414433e-06	2.2803126853432332e-07
batayegi..	-0.6540132164955139	-0.12083426862955093
thik	2.110004425048828e-05	-2.1784046111861244e-05
par	-7.987022399902344e-06	6.857863354525762e-06
ka	-8.344650268554688e-07	7.0668052103428636e-06
note	-6.794929504394531e-06	6.0639576986432076e-06
bekar	-3.337860107421875e-06	1.4809734238951933e-06
kyoki	5.1975250244140625e-05	-7.504345830966486e-06
na	-4.76837158203125e-06	3.641001967480406e-06
hone	-3.5762786865234375e-06	6.326020411506761e-06
se	1.1920928955078125e-07	3.1085423870536033e-06
-den	-2.86102294921875e-06	3.2205066418100614e-06
me	0.00014865398406982422	-3.6121859011473134e-05
pareshani	0.1475880742073059	-0.09228231757879257
bahut,	0.11984974145889282	-0.0889451801776886
aage	0.00011086463928222656	-0.00010205219587078318
dikhega!	0.0009739398956298828	-0.0009664158569648862
.twitter.com/grzgktkqo	0.681399941444397	-0.13792628049850464
chutiye	-6.301770279361325e-17	-1.773283724458273e-16
dekh	-1.166667182647815e-16	-1.106688779652738e-15
se	-1.0427716734529285e-17	-9.05883472940549e-17
kise	-1.661984190759099e-17	5.816851527119873e-18
nuksaan	-3.4800618629694867e-16	2.5770666400301768e-17
ho	-1.0635080987928978e-17	2.0061876094044597e-17
raha,	-5.5066179413076725e-15	-9.804995317064664e-17
aam	2.3279171925512447e-17	2.776227246986814e-17
janta	-4.675136148388047e-17	1.5128154021749613e-17
ko	-3.5425002349318474e-17	-2.963332854568349e-17
ya	-5.362633351702756e-16	2.792243448879311e-17
haram	-2.5288026880843084e-12	-6.343711380442417e-15
ki	-2.3909950743887824e-16	-2.1059974720463742e-16
kamai	-1.194981508841056e-16	-1.919150606560446e-16
karne	-5.163823866372535e-19	-1.2792645958153092e-18
wale	-3.8376664678060435e-16	-8.910341912817931e-17
ko.	-4.084045588151862e-16	-1.025476107702943e-15
://twitter.com/jagrannews/status/	-1.3740508331020005e-14	-8.850890364316046e-15
…	2.4546927130284693e-17	-1.1300524629670737e-17
notebandi	-5.934897018278207e-09	1.7059195670299232e-05
kya	-5.820650130772265e-06	-0.03900756314396858
hua	-2.9695565899601206e-06	2.198185393353924e-05
kai	-2.8932583973073633e-07	-0.01656414195895195
amir	-3.688177514504787e-07	-0.00045351090375334024
garib	-3.698444572819426e-08	3.6163899494567886e-05
ho	-1.4919265822754824e-09	4.854936196352355e-05
gaye	-6.254900597468804e-09	1.9767016055993736e-05
yaaro	-3.038426257262472e-07	-0.0006971457041800022
jab	1.2843736840295605e-05	-4.432116185171253e-08
se	1.3572557691077236e-05	3.628690237178489e-08
notebandi	1.3073980881017633e-05	-1.3254225450509693e-07
hue	-1.2692875316133723e-05	3.2877618849624923e-08
hai	1.2044602044625208e-05	1.3999356340832492e-08
aap	3.242468665121123e-06	1.2841537611052445e-08
mamata	6.229980499483645e-06	2.591700187792867e-08
ji	-8.696133591001853e-07	-6.713497668897617e-08
me	-4.6312758058775216e-05	1.9668476625156472e-08
kafi	7.352417924266774e-06	-1.4378301216311229e-08
pyar	-0.003642722498625517	1.786452585861298e-08
dikh	-9.107989171752706e-07	-2.9210923457867466e-07
rha	-0.00011649827501969412	-3.885619150878483e-07
hai.	-8.487801824230701e-05	3.223944844421567e-08
kya	-0.0007136763306334615	2.912652874442756e-08
sambandh	-4.397850716486573e-06	2.8908901938962117e-08
hai	1.2769778550136834e-05	3.3309660807390173e-08
bataiye.	-0.000845191185362637	2.9613740792910903e-08
notebandi	3.898143768310547e-05	-3.952906890702934e-10
ke	1.7881393432617188e-06	-9.381918852913174e-11
saath	9.179115295410156e-06	-2.6017829668489867e-07
nasbandhi	-2.384185791015625e-07	3.726384218555312e-12
hi	1.1920928955078125e-07	-4.1313563681200094e-11
bharat	0.0011029243469238281	-1.2503839741384581e-07
ko	-1.1920928955078125e-07	-3.645373933269802e-13
safal	4.5299530029296875e-06	-5.124135782352823e-08
desh	1.4901161193847656e-05	-3.4265428894286742e-06
bana	7.867813110351562e-06	-6.591145407242038e-09
sakti	3.5762786865234375e-07	-4.696999299919069e-12
hai	3.5762786865234375e-07	1.1080205763319695e-12
aap	-9.280688995083608e-10	-1.2901928414521535e-09
kis	-1.0569032315999038e-09	-8.677836227377611e-10
tarah	-2.5778451595570573e-10	1.7821768505399405e-09
ki	-2.4017883237803517e-09	-2.0311481385704155e-09
baat	-5.0626121073094055e-09	-2.2958968060038387e-11
kar	-3.999013564737197e-09	-6.378708228282903e-09
rahey	-8.136186724350125e-10	-4.134089515162032e-09
hain?politics	-2.4537149201364628e-08	-1.5046477841451633e-08
se	-1.0973616682008469e-08	-6.377288030989803e-09
upar	-1.8361063780503173e-09	-3.755572208774538e-08
uth	-1.598527088475521e-09	-5.3763528740091715e-08
kar	4.094187766590096e-10	1.2409000493818212e-09
bhi	-6.421797138500551e-08	-1.4667264736090146e-08
kuch	-1.723018394628184e-09	7.647664723720027e-10
sochiye!aapko	6.24685636552158e-10	2.085658756811881e-09
maloom	5.283318227355949e-10	2.083373251693388e-09
hai	3.138119764045655e-10	-2.9266908896374844e-09
ki	-8.854711408545768e-11	-1.449330877534294e-09
notebandi	-4.4948782829123957e-07	-0.00014105245645623654
se	-1.042081887447921e-08	-8.668201303407841e-07
desh	-1.7351525457343087e-05	-0.0005147811607457697
ka	4.844533663117545e-10	1.1550413958616446e-09
bhala	-0.00018259942589793354	-0.0010562366805970669
hoga	1.1872164362713988e-10	-1.4449488716650194e-08
sir,	-1.96757714288065e-12	-2.9565420326115336e-18
bahut	1.6208026240582818e-11	3.652996609343457e-16
hua..ab	7.1913959162617225e-12	-5.983325331165314e-16
iss	-3.8465550189492603e-10	-9.321812519143941e-16
modi	-3.905360657086021e-08	-8.77658202732591e-14
ko	-8.750722368944253e-12	-2.6372368695180273e-15
chodenge	1.790893822128936e-11	-1.7150263600631188e-15
nahi..ab	1.351698267204604e-11	1.5245473378900254e-16
iss	3.8278364852817326e-12	2.655000950366963e-16
notebandi	-9.271942658095611e-10	-2.893105744664233e-14
ko	2.436164117658457e-12	2.403016589492689e-16
sirf	-6.427106069573085e-10	-7.188269720941314e-15
ek	-5.4017554318441796e-11	3.379736369020931e-16
cheez	-3.4383116354064214e-09	-4.97174539759726e-07
rok	-2.4555567648687493e-11	3.239967462394499e-16
sakti	-1.3907512641520015e-10	-1.9584964516307108e-15
hai..aapka	-3.4905516255179236e-09	9.331052589807301e-17
khoon..sucide	-9.247290433389566e-12	-6.339944201409504e-15
kar	-7.255299833142104e-11	-5.662362736352268e-15
na	-3.108418383801492e-11	2.3467286031696806e-17
://twitter.com/arvindkejriwal/status/	-1.510237213064869e-10	-5.912456731446507e-17
…	-1.5318897192417857e-11	-2.49877185999961e-13
notebandi	2.5538179210249368e-11	7.235431098706613e-07
kya	-1.4531369885162349e-08	-3.7977468309691176e-05
ho	7.2103920056854065e-12	-4.585850547300652e-06
gain	3.696961833887791e-11	9.79371748144331e-07
aap	1.1109464043146389e-11	-4.044203478770214e-07
wale	2.0245661050410924e-11	5.0430776354915e-07
aise	4.379243495611362e-12	7.681404667891911e-07
baukhlaye	-4.665434705231064e-11	-2.675492396519985e-06
hai,	-3.0818936291865384e-10	-5.084764325147262e-07
jaise	-8.74886968427191e-12	3.760942490771413e-07
zabran	-4.025635658155835e-10	-7.37408981876797e-07
nasbandi	-1.410127292711394e-10	-7.970781734911725e-05
kar	-1.3476539328927117e-10	-0.0001418582978658378
di	-3.963879779966817e-10	-3.151133114442928e-07
ho	1.5037521575167467e-11	4.7336180841739406e-07
kisi	2.581346594809908e-11	8.789950811660674e-07
ne.	-1.3543755006395486e-10	-4.849236574955285e-06
notbandi	0.0	-1.4286385659548206e-13
bilkul	0.0	-5.051949120539814e-14
sahi.	2.0265579223632812e-06	-1.1296872326482799e-09
kisanon	0.0	5.567744412759458e-14
ke	0.0	5.452204036556288e-14
karj	0.0	-2.1170093672875923e-13
maf	1.1920928955078125e-07	7.613020999198972e-14
hone	0.0	-5.89180464941226e-14
ki	0.0	-2.511765535145871e-12
kisano	0.0	-1.9287249206599577e-13
ko	0.0	-9.765248370130139e-14
pyase	0.0	-1.054561237054559e-13
kauwe	0.0	1.1960355936983108e-14
ki	0.0	1.9294306007489742e-14
tarah	0.0	3.693731111991186e-14
uapp	0.004520535469055176	-2.811966169247171e-06
se	4.76837158203125e-07	-5.513671741397275e-10
ummeed.iss	3.814697265625e-06	-4.0351944008421015e-10
notebandi	0.0	-7.387651254631145e-12
par	0.0	-1.4814930532347503e-11
.	0.0	-1.4066238408425025e-13
kisan	0.0	7.527789155914455e-14
raghbir	1.1920928955078125e-07	-1.8148568758924455e-10
singh	1.1920928955078125e-07	-8.901866873842201e-13
sir	-2.874050997192512e-11	4.235175765643362e-07
aap	5.236495681515407e-10	-3.652003442766727e-06
azadi	-4.132457043226623e-09	-1.3951897926745005e-05
se	-7.419620473569921e-12	1.8929085854324512e-07
ab	5.876105158009182e-10	6.316308258647041e-07
tak	-1.7540011665317934e-09	5.599175665338407e-07
